,Ref_x,Subject,Locale_processed
1268871,9175319,COOPERATIVE U ENSEIGNE,FRA
1268873,9175321,CREDIT MUTUEL,FRA
1268874,9175322,CREDIT MUTUEL,FRA
1269013,9175461,LOréal,FRA
1269014,9175462,LOréal,FRA
1269015,9175463,LOréal,FRA
1269016,9175464,LOréal,FRA
1269084,9175532,Pro BTP,FRA
1269095,9175543,RATP DEVELOPPEMENT,FRA
1269098,9175546,REXEL,FRA
1269133,9175581,SOCIEDAD TEXTIL LONIA SA,FRA
1269134,9175582,SOCIEDAD TEXTIL LONIA SA,FRA
1269152,9175600,STELLANTIS N.V,FRA
1269162,9175610,TCS (TECHNICOLOR),FRA
1269188,9175636,UNIBAIL,FRA
1269189,9175637,UNIBAIL,FRA
1269193,9175641,VALEO,FRA
1269195,9175643,VANTIVA (TECHNICOLOR),FRA
1269200,9175648,VIRBAC,FRA
1269329,9175777,BNP PARIBAS S A,FRA
1269631,9176079,OLFEO SASU,FRA
1269674,9176122,Project Piaf,FRA
1269675,9176123,Project Piaf,FRA
1269676,9176124,Project Piaf,FRA
1269677,9176125,Project Piaf,FRA
1269701,9176149,Caisse des Depots et Consignations (CDC),FRA
1269757,9176205,Capgemini SE,FRA
1269815,9176263,CCR Re,FRA
1269993,9176441,CMA CGM,FRA
1269994,9176442,CMA CGM,FRA
1270064,9176512,Compagnie de Saint-Gobain,FRA
1270066,9176514,Compagnie Générale des Etablissements Michelin SCA,FRA
1270135,9176583,Covea SGAM,FRA
1270136,9176584,Covea SGAM,FRA
1270160,9176608,CREDIT AGRICOLE SA,FRA
1270161,9176609,CREDIT AGRICOLE SA,FRA
1270162,9176610,CREDIT AGRICOLE SA,FRA
1270163,9176611,CREDIT AGRICOLE SA,FRA
1270165,9176613,Crédit Mutuel Alliance Fédérale,FRA
1270166,9176614,Crédit Mutuel Alliance Fédérale,FRA
1270167,9176615,Crédit Mutuel Alliance Fédérale,FRA
1270168,9176616,Crédit Mutuel Alliance Fédérale,FRA
1270169,9176617,Crédit Mutuel Alliance Fédérale,FRA
1270170,9176618,Crédit Mutuel Alliance Fédérale,FRA
1270235,9176683,Dassault Systèmes,FRA
1270432,9176880,Edenred S.A,FRA
1270433,9176881,Edenred S.A,FRA
1270434,9176882,Edenred S.A,FRA
1270440,9176888,EDMOND DE ROTHSCHILD SA,FRA
1270471,9176919,Electricité de France (EDF),FRA
1270477,9176925,ELIOR,FRA
1270478,9176926,ELIOR,FRA
1270534,9176982,ENGIE S A,FRA
1270557,9177005,ENYO SA,FRA
1270558,9177006,ENYO SA,FRA
1270559,9177007,ENYO SA,FRA
1270560,9177008,ENYO SA,FRA
1270561,9177009,ENYO SA,FRA
1270562,9177010,ENYO SA,FRA
1270609,9177057,Etam,FRA
1270621,9177069,Eurazeo Global Investor,FRA
1270622,9177070,Eurazeo Global Investor,FRA
1270623,9177071,Eurazeo Infrastructure Partners,FRA
1270624,9177072,Eurazeo Infrastructure Partners,FRA
1270625,9177073,Eurazeo Management Lux,FRA
1270626,9177074,Eurazeo Management Lux,FRA
1270683,9177131,EXOTRAIL,FRA
1270715,9177163,FIDAL SELAS,FRA
1270974,9177422,Generali France S.A.,FRA
1271116,9177564,Groupama Assurances Mutuelles,FRA
1271117,9177565,Groupama Assurances Mutuelles,FRA
1271118,9177566,Groupama Assurances Mutuelles,FRA
1271119,9177567,Groupama Assurances Mutuelles,FRA
1271120,9177568,Groupama Centre Atlantique,FRA
1271593,9178041,ISODIAG,FRA
1271883,9178331,L´Oreal S.A.,FRA
1272093,9178541,UPSA,FRA
1272105,9178553,Valeo SE,FRA
1272127,9178575,VEOLIA ENVIRONNEMENT SA,FRA
1272151,9178599,Viel & Compagnie Finance,FRA
1272152,9178600,Viel & Compagnie Finance,FRA
1272153,9178601,Viel & Compagnie Finance,FRA
1272154,9178602,Viel & Compagnie Finance,FRA
1272155,9178603,Viel & Compagnie Finance,FRA
1272156,9178604,Viel & Compagnie Finance,FRA
1272161,9178609,Vinci Construction Major Projects,FRA
1272567,9179015,AAA LOCATION FR,FRA
1272568,9179016,AAA LOCATION FR,FRA
1272575,9179023,AB SCIENCE GLOBAL,FRA
1272585,9179033,ACCOR SA,FRA
1272586,9179034,ACCOR SA,FRA
1272590,9179038,ACER COMPUTER FRANCE FR,FRA
1272601,9179049,ADISSEO,FRA
1272631,9179079,Air Liquide S.A.,FRA
1272632,9179080,Air Liquide S.A.,FRA
1272633,9179081,Air Liquide S.A.,FRA
1272634,9179082,Air Liquide S.A.,FRA
1272635,9179083,Air Liquide S.A.,FRA
1272636,9179084,Air Liquide S.A.,FRA
1272637,9179085,Air Liquide S.A.,FRA
1272638,9179086,Air Liquide S.A.,FRA
1272653,9179101,AKWEL,FRA
1272654,9179102,AKWEL,FRA
1272668,9179116,ALIMAK HEK FR,FRA
1272681,9179129,ALPILLES PROPERTIES H FR,FRA
1272684,9179132,Alstom S.A.,FRA
1272685,9179133,Alstom S.A.,FRA
1272699,9179147,AMKOR TECHNOLOGY EUROS FR,FRA
1272740,9179188,APRR (AUTOROUTE PARIS RHIN RHONE),FRA
1272741,9179189,APRR (AUTOROUTE PARIS RHIN RHONE),FRA
1272749,9179197,ARIANEGROUP,FRA
1272750,9179198,ARIANEGROUP,FRA
1272751,9179199,ARIANEGROUP,FRA
1272752,9179200,ARIANEGROUP,FRA
1272753,9179201,ARIANEGROUP,FRA
1272754,9179202,ARIANESPACE,FRA
1272755,9179203,ARIANESPACE,FRA
1272758,9179206,Arkema SA,FRA
1272759,9179207,Arkema SA,FRA
1272786,9179234,ASSYSTEM,FRA
1272787,9179235,ASSYSTEM,FRA
1272796,9179244,ATHLON FR,FRA
1272800,9179248,ATMOSPHAIR KATADYN FR,FRA
1272801,9179249,ATOS,FRA
1272802,9179250,ATOS,FRA
1272836,9179284,AVNET EMG FR,FRA
1272859,9179307,BAERLOCHER FR,FRA
1272870,9179318,BANKS AND ACQUIRERS INTERNATIONAL HOLDING SAS,FRA
1272871,9179319,BANKS AND ACQUIRERS INTERNATIONAL HOLDING SAS,FRA
1272872,9179320,BANKS AND ACQUIRERS INTERNATIONAL HOLDING SAS,FRA
1272873,9179321,BANKS AND ACQUIRERS INTERNATIONAL HOLDING SAS,FRA
1272910,9179358,BEIERSDORF HOLDING FR,FRA
1272918,9179366,BERICAP GLOBAL,FRA
1272997,9179445,BOUYGUES CONSTRUCTION,FRA
1272998,9179446,BOUYGUES CONSTRUCTION,FRA
1272999,9179447,BOUYGUES CONSTRUCTION,FRA
1273000,9179448,BOUYGUES CONSTRUCTION SA,FRA
1273004,9179452,BPREX HEALTHCARE OFFRA FR,FRA
1273005,9179453,BPREX HEALTHCARE OFFRA FR,FRA
1273030,9179478,BUREAU VERITAS GLOBAL,FRA
1273046,9179494,CALCIALIMENT FR,FRA
1273075,9179523,Capgemini SE,FRA
1273076,9179524,Capgemini SE,FRA
1273077,9179525,Capgemini SE,FRA
1273078,9179526,Capgemini SE,FRA
1273079,9179527,Capgemini SE,FRA
1273080,9179528,Capgemini SE,FRA
1273081,9179529,Capgemini SE,FRA
1273082,9179530,Capgemini SE,FRA
1273083,9179531,Capgemini SE,FRA
1273084,9179532,Capgemini SE,FRA
1273102,9179550,CARL ZEISS FR,FRA
1273103,9179551,CARL ZEISS FR,FRA
1273134,9179582,CEA,FRA
1273213,9179661,CLEMESSY,FRA
1273214,9179662,CLEMESSY,FRA
1273242,9179690,COMPAGNIE FINANCIERE FR,FRA
1273262,9179710,CONSTANTIA JEANNE DA FR,FRA
1273269,9179717,COPERION KTRON FR,FRA
1273270,9179718,COPERION KTRON FR,FRA
1273272,9179720,CORDEN PHARMA CHENOVE FR,FRA
1273273,9179721,CORDEN PHARMA CHENOVE FR,FRA
1273360,9179808,DANONE,FRA
1273361,9179809,DANONE,FRA
1273362,9179810,DANONE,FRA
1273363,9179811,DANONE,FRA
1273371,9179819,DASSAULT AVIATION,FRA
1273372,9179820,DASSAULT AVIATION,FRA
1273373,9179821,DASSAULT SYSTEMES,FRA
1273374,9179822,DASSAULT SYSTEMES,FRA
1273380,9179828,DCI (DEFENSE CONSEIL INTERNATIONAL),FRA
1273381,9179829,DCI (DEFENSE CONSEIL INTERNATIONAL),FRA
1273385,9179833,DEFENSE CONSEIL INTERN FR,FRA
1273386,9179834,DEKRA FR,FRA
1273491,9179939,DURA AUTOMOTIVE SYSTEM FR,FRA
1273492,9179940,DURA AUTOMOTIVE SYSTEM FR,FRA
1273507,9179955,E80 BEMA GLOBAL,FRA
1273510,9179958,EBM PAPST,FRA
1273511,9179959,EBM PAPST,FRA
1273516,9179964,EDENRED,FRA
1273517,9179965,EDENRED FR,FRA
1273518,9179966,EDF SA,FRA
1273523,9179971,EG LABO  LABORATOIRES FR,FRA
1273532,9179980,EIFFAGE,FRA
1273564,9180012,ELO HOLDING,FRA
1273565,9180013,ELO HOLDING,FRA
1273592,9180040,ENDRESS ET HAUSER FR,FRA
1273609,9180057,ENGIE S A,FRA
1273620,9180068,EQUANS,FRA
1273621,9180069,EQUANS,FRA
1273622,9180070,EQUANS,FRA
1273623,9180071,EQUANS,FRA
1273640,9180088,ESSP,FRA
1273641,9180089,ESSP,FRA
1273647,9180095,ETF,FRA
1273649,9180097,ETRO FRANCE GLOBAL,FRA
1273650,9180098,EUROAPI,FRA
1273651,9180099,EUROAPI,FRA
1273663,9180111,EUROGLAS FR,FRA
1273667,9180115,EUTELSAT,FRA
1273668,9180116,EUTELSAT,FRA
1273669,9180117,EUTELSAT,FRA
1273670,9180118,EUTELSAT,FRA
1273672,9180120,EVOBUS FR,FRA
1273689,9180137,EXPLEO,FRA
1273690,9180138,EXPLEO,FRA
1273691,9180139,EXPLEO,FRA
1273721,9180169,FERSKUR FRANCE FR,FRA
1273733,9180181,FINEHEART GLOBAL,FRA
1273739,9180187,FLIXBUS GLOBAL,FRA
1273742,9180190,FM LOGISTIC CORPORATE,FRA
1273757,9180205,FRÄNKISCHE FR,FRA
1273764,9180212,FRAUENTHAL AUTOMOTIVE FR,FRA
1273765,9180213,FRAUENTHAL AUTOMOTIVE FR,FRA
1273820,9180268,GEA GROUP HOLDING FRA FR,FRA
1273823,9180271,GEIAF,FRA
1273824,9180272,GEIAP,FRA
1273838,9180286,GIESECKEDEVRIENT MOB FR,FRA
1273873,9180321,GPAR,FRA
1273883,9180331,GROUPE ADEO,FRA
1273888,9180336,GROUPE CMA CGM,FRA
1273889,9180337,GROUPE CMA CGM,FRA
1273890,9180338,GROUPEMENT PÉTROLI GLOBAL,FRA
1273897,9180345,GSE,FRA
1273898,9180346,GSE,FRA
1273936,9180384,GUIMA PALFINGER FR,FRA
1273937,9180385,GUIMA PALFINGER FR,FRA
1273981,9180429,HAUPT PHARMA LIVRON FR,FRA
1274008,9180456,HELLOFRESH FR,FRA
1274036,9180484,HISENSE GLOBAL,FRA
1274059,9180507,HÖRMANN FR,FRA
1274064,9180512,HOTEL LE MEURICE FR,FRA
1274065,9180513,HOTEL PLAZA ATHÉNÉE FR,FRA
1274078,9180526,WAGO CONTACT FR,FRA
1274101,9180549,WEISHAUPT FR,FRA
1274118,9180566,WEYLCHEM LAMOTTE FR,FRA
1274120,9180568,WIELAND FR,FRA
1274121,9180569,WIELAND FR,FRA
1274150,9180598,WORLDLINE,FRA
1274151,9180599,WORLDLINE,FRA
1274152,9180600,WORLDLINE,FRA
1274192,9180640,ZACH SYSTEM FR,FRA
1292176,9198624,Departement De La Vienne,FRA
1292177,9198625,Département Des Ardennes,FRA
1292343,9198791,Enedis - Distribution Transformers - Sarl Transfo Matelec And/Or Matalec Sal,FRA
1292456,9198904,Fc Rouen 1899 Diables Rouges,FRA
1292595,9199043,Gcmf - Génie Civil Maritime Fluvial,FRA
1292839,9199287,Holding Gasciolli,FRA
1293447,9199895,Matelec Enedis Contract,FRA
1293520,9199968,Metropole Du Grand Nancy,FRA
1293521,9199969,Metz Métropole,FRA
1294194,9200642,Project Hermes - Hyrogen Service Station (Jv Air Liquide / Totalenergies),FRA
1294195,9200643,Project Hermes - Hyrogen Service Station (Jv Air Liquide / Totalenergies),FRA
1294196,9200644,Project Hermes - Hyrogen Service Station (Jv Air Liquide / Totalenergies),FRA
1294197,9200645,Project Hermes - Hyrogen Service Station (Jv Air Liquide / Totalenergies),FRA
1295213,9201661,CAPGEMINI SERVICE SAS,FRA
1295214,9201662,CAPGEMINI SERVICE SAS,FRA
1299143,9205591,MSA SAFETY INCORPORATED,FRA
1299252,9205700,ORGANON & CO.,FRA
1299635,9206083,TRANSDEV GROUP,FRA
1299862,9206310,ACCOR SA,FRA
1299863,9206311,ACCOR SA,FRA
1299881,9206329,Air Liquide S.A.,FRA
1299882,9206330,Air Liquide S.A.,FRA
1299896,9206344,Alstom S.A.,FRA
1299897,9206345,Alstom S.A.,FRA
1299898,9206346,Alstom S.A.,FRA
1299899,9206347,Alstom S.A.,FRA
1299925,9206373,APTAR EUROPE HOLDING SAS,FRA
1299926,9206374,APTAR EUROPE HOLDING SAS,FRA
1300116,9206564,CASINO GUICHARD PERRACHON,FRA
1300117,9206565,CASINO GUICHARD PERRACHON,FRA
1300129,9206577,CFAO SAS,FRA
1300130,9206578,CFAO SAS,FRA
1300179,9206627,COMPAGNIE DES ALPES,FRA
1300180,9206628,COMPAGNIE FINANCIERE ET DE PARTICIPATIONS ROULLIER,FRA
1300181,9206629,COMPAGNIE FINANCIERE ET DE PARTICIPATIONS ROULLIER,FRA
1300185,9206633,COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN,FRA
1300186,9206634,COMPAGNIE GENERALE DES ETABLISSEMENTS MICHELIN,FRA
1300188,9206636,CONCES FR CONST EXPL TUN MONT BLANC,FRA
1300189,9206637,CONCES FR CONST EXPL TUN MONT BLANC,FRA
1300195,9206643,CONSTELLIUM INTERNATIONAL,FRA
1300196,9206644,CONSTELLIUM INTERNATIONAL,FRA
1300204,9206652,COOPERATIVE AGRICOLE AXEREAL,FRA
1300205,9206653,COOPERATIVE DU GOUESSANT,FRA
1300206,9206654,COOPERATIVE DU GOUESSANT,FRA
1300224,9206672,CREDIT AGRICOLE SA,FRA
1300225,9206673,CREDIT AGRICOLE SA,FRA
1300266,9206714,DECATHLON SE,FRA
1300267,9206715,DECATHLON SE,FRA
1300410,9206858,FAREVA,FRA
1300411,9206859,FAREVA,FRA
1300479,9206927,GALILEO GLOBAL EDUCATION FRANCE,FRA
1300513,9206961,GROUPE KEOLIS,FRA
1300514,9206962,GROUPE KEOLIS,FRA
1300634,9207082,INGREDIA,FRA
1300635,9207083,INGREDIA,FRA
1300756,9207204,LAB BIOVEGETALE YVES ROCHER,FRA
1300757,9207205,LAB BIOVEGETALE YVES ROCHER,FRA
1300782,9207230,LESAFFRE INTERNATIONAL,FRA
1300783,9207231,LESAFFRE INTERNATIONAL,FRA
1300796,9207244,LISEA SAS,FRA
1300814,9207262,LOREAL,FRA
1300815,9207263,LOREAL,FRA
1300830,9207278,MAISONS DU MONDE SA,FRA
1300831,9207279,MAISONS DU MONDE SA,FRA
1302468,9209470,AXA SA,FRA
1302469,9209471,AXA SA,FRA
1302470,9209472,AXA SA,FRA
1302471,9209473,AXA SA,FRA
1302472,9209474,AXA SA,FRA
1302473,9209475,AXA SA,FRA
1302474,9209476,AXA SA,FRA
1302475,9209477,AXA SA,FRA
1302476,9209478,AXA SA,FRA
1302477,9209479,AXA SA,FRA
1302478,9209480,AXA SA,FRA
1302479,9209481,AXA SA,FRA
1303394,9210396,Air Liquide S.A.,FRA
1303395,9210397,Air Liquide S.A.,FRA
1304451,9211453,2 Ride Holding Sas,FRA
1304452,9211454,2 Ride Holding Sas,FRA
1304453,9211455,2 Ride Holding Sas,FRA
1304454,9211456,2 Ride Holding Sas,FRA
1304516,9211518,All Circuits SAS,FRA
1304517,9211519,All Circuits SAS,FRA
1304533,9211535,Alstom S.A.,FRA
1304584,9211586,ARMA GROUPE SAS,FRA
1304608,9211610,AUBERT & DUVAL SAS,FRA
1304609,9211611,AUBERT & DUVAL SAS,FRA
1304644,9211646,B R Biologique Recherche,FRA
1304712,9211714,BNP PARIBAS REAL ESTATE INVESTMENT MANAGEMENT FRANCE SA,FRA
1304713,9211715,BNP PARIBAS REAL ESTATE INVESTMENT MANAGEMENT FRANCE SA,FRA
1304763,9211765,CALDERYS FRANCE SAS,FRA
1304829,9211831,Chemins de Fer de la Corse SA,FRA
1304830,9211832,Chemins de Fer de la Corse SA,FRA
1304846,9211848,CLAYENS NP SAS,FRA
1304938,9211940,CYBERGUN SA,FRA
1304970,9211972,Défense Conseil International S.A.,FRA
1304973,9211975,Delachaux  S.A.,FRA
1305010,9212012,Dream Yacht Mediterranee SARL,FRA
1305048,9212050,Electricite de France SA,FRA
1305049,9212051,Electricite de France SA,FRA
1305069,9212071,ERAMET SA,FRA
1305070,9212072,ERAMET SA,FRA
1305071,9212073,ERASTEEL GROUP SAS,FRA
1305072,9212074,ERASTEEL GROUP SAS,FRA
1305075,9212077,Etablissements Marie SAS,FRA
1305076,9212078,Etablissements Marie SAS,FRA
1305081,9212083,EUROFOIL FRANCE SAS,FRA
1305083,9212085,EUROMASTER FRANCE SAS,FRA
1305086,9212088,Europorte SAS,FRA
1305154,9212156,Framatome SAS,FRA
1305209,9212211,GETLINK SE,FRA
1305210,9212212,GETLINK SE,FRA
1305236,9212238,GL Events SA,FRA
1305237,9212239,GL Events SA,FRA
1307564,9214566,iliad Holdings SAS (France),FRA
1307565,9214567,iliad Holdings SAS (France),FRA
1309800,9216802,THE RITZ HOTEL LIMITED (France),FRA
1311051,9218053,AXA SA,FRA
1311052,9218054,AXA SA,FRA
1311053,9218055,AXA SA,FRA
1311054,9218056,AXA SA,FRA
1311055,9218057,AXA SA,FRA
1311056,9218058,AXA SA,FRA
1311774,9218776,13 BOULEVARD JEAN JAURES,FRA
1311775,9218777,13 BOULEVARD JEAN JAURES,FRA
1311776,9218778,13 RUE SAINTE MARIE,FRA
1311777,9218779,13 RUE SAINTE MARIE,FRA
1311779,9218781,137 RUE DE LA REPUBLIQUE,FRA
1311780,9218782,137 RUE DE LA REPUBLIQUE,FRA
1311783,9218785,18 RUE DES MECHES,FRA
1311784,9218786,18 RUE DES MECHES,FRA
1311790,9218792,19 BOULEVARD DE LA REPUBLIQUE,FRA
1311791,9218793,19 BOULEVARD DE LA REPUBLIQUE,FRA
1311792,9218794,2-4 RUE CHARLES BRARD,FRA
1311793,9218795,2-4 RUE CHARLES BRARD,FRA
1311795,9218797,21 BIS RUE DE VENISE,FRA
1311796,9218798,21 BIS RUE DE VENISE,FRA
1311797,9218799,21 RUE GABRIEL PERI,FRA
1311798,9218800,21 RUE GABRIEL PERI,FRA
1311799,9218801,22 - 24 RUE COLETTE,FRA
1311800,9218802,22 - 24 RUE COLETTE,FRA
1311801,9218803,22 CASIMIR PELLOUTIER,FRA
1311802,9218804,22 CASIMIR PELLOUTIER,FRA
1311803,9218805,22 RUE DU MARCHE,FRA
1311804,9218806,22 RUE DU MARCHE,FRA
1311807,9218809,229 RUE SAINTE CATHERINE,FRA
1311808,9218810,229 RUE SAINTE CATHERINE,FRA
1311809,9218811,23 RUE MONTGALLET,FRA
1311810,9218812,23 RUE MONTGALLET,FRA
1311813,9218815,24 MADELON,FRA
1311814,9218816,24 MADELON,FRA
1311819,9218821,26 AVENUE CHARLES GARCIA,FRA
1311820,9218822,26 AVENUE CHARLES GARCIA,FRA
1311825,9218827,3 SERGENT HOFF,FRA
1311826,9218828,3 SERGENT HOFF,FRA
1311827,9218829,32 RUE CLAUDOT,FRA
1311828,9218830,32 RUE CLAUDOT,FRA
1311829,9218831,32 RUE JULES GUESDE,FRA
1311830,9218832,32 RUE JULES GUESDE,FRA
1311831,9218833,33 RUE DE LA PREVOTE,FRA
1311832,9218834,33 RUE DE LA PREVOTE,FRA
1311833,9218835,35 BIS RUE EMILE ZOLA,FRA
1311834,9218836,35 BIS RUE EMILE ZOLA,FRA
1311835,9218837,36 GRAND RUE,FRA
1311836,9218838,36 GRAND RUE,FRA
1311837,9218839,39 CHAMPIONNET,FRA
1311838,9218840,39 CHAMPIONNET,FRA
1311841,9218843,4 RUE JOUVENE,FRA
1311842,9218844,4 RUE JOUVENE,FRA
1311844,9218846,41 ET 43 COURS DU MEDOC,FRA
1311845,9218847,41 ET 43 COURS DU MEDOC,FRA
1311848,9218850,48-50 RUE DE LYON,FRA
1311849,9218851,48-50 RUE DE LYON,FRA
1311851,9218853,5 RUE DU LOISIR,FRA
1311852,9218854,5 RUE DU LOISIR,FRA
1311853,9218855,50 BRULEFER BONDY,FRA
1311854,9218856,50 BRULEFER BONDY,FRA
1311855,9218857,52 RUE DOUY DELCUPE,FRA
1311856,9218858,52 RUE DOUY DELCUPE,FRA
1311857,9218859,58 MONTOLIVET,FRA
1311858,9218860,58 MONTOLIVET,FRA
1311859,9218861,6 RUE MATTEOTI,FRA
1311860,9218862,6 RUE MATTEOTI,FRA
1311861,9218863,61 RUE JEAN JAURES,FRA
1311862,9218864,61 RUE JEAN JAURES,FRA
1311864,9218866,7 RUE JOSEPH LAURE,FRA
1311865,9218867,7 RUE JOSEPH LAURE,FRA
1311873,9218875,9 PLACE DE LA REPUBLIQUE,FRA
1311874,9218876,9 PLACE DE LA REPUBLIQUE,FRA
1311875,9218877,9 RUE PASTEUR,FRA
1311876,9218878,9 RUE PASTEUR,FRA
1312055,9219057,AFITEXINOV,FRA
1312067,9219069,AGENCE SPATIALE EUROPEENNE,FRA
1312068,9219070,AGENCE SPATIALE EUROPEENNE,FRA
1312215,9219217,ALLEE PRE VERT,FRA
1312216,9219218,ALLEE PRE VERT,FRA
1312318,9219320,Annemasse Les Voirons Agglomeration,FRA
1312458,9219460,ASL LHAY LES ROSES REP PAR CBT SOGELYM DIXENCE,FRA
1312462,9219464,ASSOCIATION AMIS D EMMAUS  REGION PAU,FRA
1312467,9219469,ASSOCIATION SYNDICALE AUTORISEE DU CANAL DE CARPENTRAS,FRA
1312468,9219470,ASSOCIATION SYNDICALE AUTORISEE DU CANAL DE CARPENTRAS,FRA
1312731,9219733,BH BEAU MANOIR,FRA
1312741,9219743,BIG BANG,FRA
1312742,9219744,BIG BANG,FRA
1312837,9219839,BOIS DES JONCS MARIN,FRA
1312838,9219840,BOIS DES JONCS MARIN,FRA
1312867,9219869,BORENSZTEIN,FRA
1312868,9219870,BORENSZTEIN,FRA
1312950,9219952,BOUYGUES CONSTRUCTION,FRA
1312951,9219953,BOUYGUES CONSTRUCTION,FRA
1312987,9219989,Brest Métropole,FRA
1313089,9220091,C. HOTEL,FRA
1313104,9220106,CA and Ville Territoires Vendômois,FRA
1313107,9220109,CA de Saintes,FRA
1313108,9220110,CA Douaisis Agglo,FRA
1313109,9220111,CA du Cotentin,FRA
1313110,9220112,CA du Niortais,FRA
1313111,9220113,CA Grand Lac,FRA
1313112,9220114,CA Les Sables dOlonne,FRA
1313113,9220115,CA Privas Centre Ardèche,FRA
1313114,9220116,CA Rodez,FRA
1313115,9220117,CA Versailles Grand Parc,FRA
1313116,9220118,"CA, CIAS, Régie du Jeu de Paume de Blois",FRA
1313188,9220190,Carcassonne Agglo,FRA
1313230,9220232,CARRIERES DE LA VALLEE HEUREUSE,FRA
1313231,9220233,CARRIERES DE LA VALLEE HEUREUSE,FRA
1313259,9220261,CC Créstois et du Pays de Saillans,FRA
1313260,9220262,CC Drôme Sud Provence,FRA
1313262,9220264,CC Haut Val de Sevre,FRA
1313263,9220265,CC Terres Touloises,FRA
1313264,9220266,CCAS de Dieppe,FRA
1313265,9220267,CCAS de la Ville dOrange,FRA
1313266,9220268,CCAS de Neuville-Les-Dieppe,FRA
1313267,9220269,CCAS de Versailles,FRA
1313312,9220314,CHABLE EN BEAUMONT,FRA
1313313,9220315,CHABLE EN BEAUMONT,FRA
1313315,9220317,CHANCONNET,FRA
1313316,9220318,CHANCONNET,FRA
1313320,9220322,CHATELET,FRA
1313363,9220365,CIAS Privas Centre Ardèche,FRA
1313467,9220469,Communauté Agglomeration Troyes Champagne Métropole,FRA
1313468,9220470,Communauté DAgglomeration du Grand Avignon,FRA
1313469,9220471,Communauté DAgglomeration Évreux Portes de Normandie,FRA
1313470,9220472,Communauté de Communes de Freyming-Merlebach,FRA
1313471,9220473,Communauté Urbaine du Grand Reims,FRA
1313472,9220474,Commune dAirvault,FRA
1313473,9220475,Commune de Plougrescant,FRA
1313474,9220476,Commune les Abymes,FRA
1313502,9220504,Conservatoire de lEspace Littoral,FRA
1313527,9220529,Copro 5 rue des granges,FRA
1313528,9220530,Copro 7 rue Marceau,FRA
1313529,9220531,Copro 7 rue Marceau,FRA
1313530,9220532,Copropriété 9 avenue Colbert,FRA
1313531,9220533,Copropriété 9 avenue Colbert,FRA
1313532,9220534,COPROPRIETE DU 3 BIS RUE DANDILLY,FRA
1313533,9220535,Copropriété St Dominique,FRA
1313534,9220536,Copropriété St Dominique,FRA
1313919,9220921,INTER SERVICE POMPE ISP,FRA
1313920,9220922,INTER SERVICE POMPE ISP,FRA
1313973,9220975,ITECO,FRA
1313974,9220976,ITECO,FRA
1313975,9220977,ITECO,FRA
1313976,9220978,ITECO,FRA
1314317,9221319,LA CHEVALERIE,FRA
1314318,9221320,LA CHEVALERIE,FRA
1314326,9221328,La Commune Nouvelle de Vire Normandie,FRA
1314332,9221334,LA RESIDENCE DU PARC,FRA
1314333,9221335,LA RESIDENCE DU PARC,FRA
1314334,9221336,LA ROIZE,FRA
1314335,9221337,LA ROIZE,FRA
1314347,9221349,LAMAZE,FRA
1314348,9221350,LAMAZE,FRA
1314380,9221382,LARBORETUM D,FRA
1314381,9221383,LARBORETUM D,FRA
1314390,9221392,LE CASINO,FRA
1314391,9221393,LE CASINO,FRA
1314392,9221394,LE CLOS DES SARMENTS H,FRA
1314393,9221395,LE CLOS DES SARMENTS H,FRA
1314394,9221396,LE COLOMBIER,FRA
1314395,9221397,LE COLOMBIER,FRA
1314396,9221398,LE LAMA,FRA
1314397,9221399,LE LAMA,FRA
1314398,9221400,LE MAS DU COLOMBIER,FRA
1314399,9221401,LE MAS DU COLOMBIER,FRA
1314400,9221402,LE MISTRAL,FRA
1314401,9221403,LE MISTRAL,FRA
1314403,9221405,LE SAINT YVES,FRA
1314404,9221406,LE SAINT YVES,FRA
1314405,9221407,LE VAL FLEURI,FRA
1314406,9221408,LE VAL FLEURI,FRA
1314407,9221409,LE VIZOR,FRA
1314408,9221410,LE VIZOR,FRA
1314425,9221427,LEMERAUDE,FRA
1314426,9221428,LEMERAUDE,FRA
1314430,9221432,LES BLEUETS,FRA
1314431,9221433,LES BLEUETS,FRA
1314432,9221434,LES FLORALIES,FRA
1314433,9221435,LES FLORALIES,FRA
1314446,9221448,LHARMONIE,FRA
1314447,9221449,LHARMONIE,FRA
1314458,9221460,LIGUE DE FOOTBALL PROFESSIONNEL,FRA
1314459,9221461,LIGUE DE FOOTBALL PROFESSIONNEL,FRA
1314537,9221539,LOREAL,FRA
1314658,9221660,MAISON DE SANTE,FRA
1314659,9221661,MAISON DE SANTE,FRA
1314710,9221712,MARINA AIRPORT,FRA
1314841,9221843,Métropole Toulon Provence Méditerranée / ESAD,FRA
1314950,9221952,Mont dArbois Luxury Resort,FRA
1314977,9221979,MOVING MAGNET TECHNOLOGIES,FRA
1314978,9221980,MOVING MAGNET TECHNOLOGIES,FRA
1315122,9222124,NATURALIM FRANCE MIEL,FRA
1315148,9222150,NEST LA DÉFENSE PROPCO,FRA
1315162,9222164,Nevers Agglomération,FRA
1315515,9222517,ORGANISATION INTERNATIONALE DE POLICE CRIMINELLE (INTERPOL),FRA
1315516,9222518,ORGANISATION INTERNATIONALE DE POLICE CRIMINELLE (INTERPOL),FRA
1315609,9222611,PALAIS 2,FRA
